,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
973,janeiro 2023,1.8 Feijao (1 Safra),Parana,115900.0,,195800.0,1689.0,17.52,125.97,685.1,1.25
974,janeiro 2023,1.9 Feijao (2 Safra),Parana,302700.0,,599300.0,1980.0,17.52,125.97,685.1,1.25
975,janeiro 2023,1.10 Feijao (3 Safra),Parana,600.0,,900.0,1500.0,17.52,125.97,685.1,1.25
976,janeiro 2023,1.13 Milho (1 Safra),Parana,386700.0,,3692500.0,9549.0,17.52,125.97,685.1,1.25
977,janeiro 2023,1.14 Milho (2 Safra),Parana,2635500.0,,15372600.0,5833.0,17.52,125.97,685.1,1.25
978,janeiro 2023,1.15 Soja,Parana,5788000.0,,20859100.0,3604.0,17.52,125.97,685.1,1.25
979,janeiro 2023,1.17 Trigo,Parana,1194000.0,,3377500.0,2829.0,17.52,125.97,685.1,1.25
980,janeiro 2023,15 Fumo,Parana,72579.0,,169985.0,2342.0,17.52,125.97,685.1,1.25
981,fevereiro 2023,1.4 Arroz,Parana,20900.0,,156100.0,7469.0,17.03,132.06,722.17,1.27
982,fevereiro 2023,1.8 Feijao (1 Safra),Parana,114965.0,,193269.0,1681.0,17.03,132.06,722.17,1.27
983,fevereiro 2023,1.9 Feijao (2 Safra),Parana,301725.0,,599004.0,1985.0,17.03,132.06,722.17,1.27
984,fevereiro 2023,1.10 Feijao (3 Safra),Parana,600.0,,900.0,1500.0,17.03,132.06,722.17,1.27
985,fevereiro 2023,1.13 Milho (1 Safra),Parana,386485.0,,3696422.0,9564.0,17.03,132.06,722.17,1.27
986,fevereiro 2023,1.14 Milho (2 Safra),Parana,2636960.0,,15384664.0,5834.0,17.03,132.06,722.17,1.27
987,fevereiro 2023,1.15 Soja,Parana,5803749.0,,21036197.0,3625.0,17.03,132.06,722.17,1.27
988,fevereiro 2023,1.17 Trigo,Parana,1194000.0,,3377500.0,2829.0,17.03,132.06,722.17,1.27
989,fevereiro 2023,15 Fumo,Parana,71966.0,,170042.0,2363.0,17.03,132.06,722.17,1.27
990,marco 2023,1.4 Arroz,Parana,21000.0,,157300.0,7490.0,17.78,96.93,723.14,1.25
991,marco 2023,1.8 Feijao (1 Safra),Parana,114965.0,,197400.0,1717.0,17.78,96.93,723.14,1.25
992,marco 2023,1.9 Feijao (2 Safra),Parana,295900.0,,588800.0,1990.0,17.78,96.93,723.14,1.25
993,marco 2023,1.10 Feijao (3 Safra),Parana,300.0,,400.0,1333.0,17.78,96.93,723.14,1.25
994,marco 2023,1.13 Milho (1 Safra),Parana,387200.0,,3758800.0,9708.0,17.78,96.93,723.14,1.25
995,marco 2023,1.14 Milho (2 Safra),Parana,2515900.0,,14693400.0,5840.0,17.78,96.93,723.14,1.25
996,marco 2023,1.15 Soja,Parana,5816700.0,,22322000.0,3838.0,17.78,96.93,723.14,1.25
997,marco 2023,1.17 Trigo,Parana,1362200.0,,4498800.0,3303.0,17.78,96.93,723.14,1.25
998,marco 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,17.78,96.93,723.14,1.25
999,abril 2023,1.4 Arroz,Parana,21000.0,,157400.0,7495.0,14.45,94.78,688.78,1.23
1000,abril 2023,1.8 Feijao (1 Safra),Parana,114965.0,,197600.0,1719.0,14.45,94.78,688.78,1.23
1001,abril 2023,1.9 Feijao (2 Safra),Parana,296900.0,,592100.0,1994.0,14.45,94.78,688.78,1.23
1002,abril 2023,1.10 Feijao (3 Safra),Parana,900.0,,1900.0,2111.0,14.45,94.78,688.78,1.23
1003,abril 2023,1.13 Milho (1 Safra),Parana,385800.0,,3793000.0,9832.0,14.45,94.78,688.78,1.23
1004,abril 2023,1.14 Milho (2 Safra),Parana,2465200.0,,14421000.0,5850.0,14.45,94.78,688.78,1.23
1005,abril 2023,1.15 Soja,Parana,5815800.0,,22517400.0,3872.0,14.45,94.78,688.78,1.23
1006,abril 2023,1.17 Trigo,Parana,1361600.0,,4484500.0,3294.0,14.45,94.78,688.78,1.23
1007,abril 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,14.45,94.78,688.78,1.23
1008,maio 2023,1.4 Arroz,Parana,21000.0,,160300.0,7633.0,15.34,37.28,800.32,1.2
1009,maio 2023,1.8 Feijao (1 Safra),Parana,115400.0,,198200.0,1718.0,15.34,37.28,800.32,1.2
1010,maio 2023,1.9 Feijao (2 Safra),Parana,299100.0,,553500.0,1851.0,15.34,37.28,800.32,1.2
1011,maio 2023,1.10 Feijao (3 Safra),Parana,900.0,,1900.0,2111.0,15.34,37.28,800.32,1.2
1012,maio 2023,1.13 Milho (1 Safra),Parana,385300.0,,3827500.0,9934.0,15.34,37.28,800.32,1.2
1013,maio 2023,1.14 Milho (2 Safra),Parana,2426000.0,,14127800.0,5823.0,15.34,37.28,800.32,1.2
1014,maio 2023,1.15 Soja,Parana,5832400.0,,22479100.0,3854.0,15.34,37.28,800.32,1.2
1015,maio 2023,1.17 Trigo,Parana,1380800.0,,4548400.0,3294.0,15.34,37.28,800.32,1.2
1016,maio 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,15.34,37.28,800.32,1.2
1017,junho 2023,1.4 Arroz,Parana,21000.0,,160300.0,7633.0,13.05,55.57,764.01,1.28
1018,junho 2023,1.8 Feijao (1 Safra),Parana,115400.0,,198200.0,1718.0,13.05,55.57,764.01,1.28
1019,junho 2023,1.9 Feijao (2 Safra),Parana,299100.0,,553500.0,1851.0,13.05,55.57,764.01,1.28
1020,junho 2023,1.10 Feijao (3 Safra),Parana,900.0,,1900.0,2111.0,13.05,55.57,764.01,1.28
1021,junho 2023,1.13 Milho (1 Safra),Parana,385300.0,,3827500.0,9934.0,13.05,55.57,764.01,1.28
1022,junho 2023,1.14 Milho (2 Safra),Parana,2426000.0,,14127800.0,5823.0,13.05,55.57,764.01,1.28
1023,junho 2023,1.15 Soja,Parana,5832400.0,,22479100.0,3854.0,13.05,55.57,764.01,1.28
1024,junho 2023,1.17 Trigo,Parana,1380800.0,,4548400.0,3294.0,13.05,55.57,764.01,1.28
1025,junho 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,13.05,55.57,764.01,1.28
1026,julho 2023,1.4 Arroz,Parana,21000.0,,160500.0,7643.0,13.71,59.5,763.8,1.5
1027,julho 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,13.71,59.5,763.8,1.5
1028,julho 2023,1.9 Feijao (2 Safra),Parana,288600.0,,496000.0,1719.0,13.71,59.5,763.8,1.5
1029,julho 2023,1.10 Feijao (3 Safra),Parana,800.0,,1500.0,1875.0,13.71,59.5,763.8,1.5
1030,julho 2023,1.13 Milho (1 Safra),Parana,384700.0,,3817800.0,9924.0,13.71,59.5,763.8,1.5
1031,julho 2023,1.14 Milho (2 Safra),Parana,2415300.0,,13971700.0,5785.0,13.71,59.5,763.8,1.5
1032,julho 2023,1.15 Soja,Parana,5834700.0,,22544500.0,3864.0,13.71,59.5,763.8,1.5
1033,julho 2023,1.17 Trigo,Parana,1396300.0,,4577100.0,3278.0,13.71,59.5,763.8,1.5
1034,julho 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,13.71,59.5,763.8,1.5
1035,agosto 2023,1.4 Arroz,Parana,21200.0,,162000.0,7642.0,14.57,58.71,688.79,1.43
1036,agosto 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,14.57,58.71,688.79,1.43
1037,agosto 2023,1.9 Feijao (2 Safra),Parana,287700.0,,464800.0,1616.0,14.57,58.71,688.79,1.43
1038,agosto 2023,1.10 Feijao (3 Safra),Parana,900.0,,1600.0,1778.0,14.57,58.71,688.79,1.43
1039,agosto 2023,1.13 Milho (1 Safra),Parana,379100.0,,3786800.0,9989.0,14.57,58.71,688.79,1.43
1040,agosto 2023,1.14 Milho (2 Safra),Parana,2374700.0,,13981300.0,5888.0,14.57,58.71,688.79,1.43
1041,agosto 2023,1.15 Soja,Parana,5841400.0,,22544900.0,3860.0,14.57,58.71,688.79,1.43
1042,agosto 2023,1.17 Trigo,Parana,1409900.0,,4493200.0,3187.0,14.57,58.71,688.79,1.43
1043,agosto 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,14.57,58.71,688.79,1.43
1044,setembro 2023,1.4 Arroz,Parana,20600.0,,156200.0,7583.0,18.12,78.01,793.84,1.83
1045,setembro 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,18.12,78.01,793.84,1.83
1046,setembro 2023,1.9 Feijao (2 Safra),Parana,294900.0,,478200.0,1622.0,18.12,78.01,793.84,1.83
1047,setembro 2023,1.10 Feijao (3 Safra),Parana,800.0,,1400.0,1750.0,18.12,78.01,793.84,1.83
1048,setembro 2023,1.13 Milho (1 Safra),Parana,379100.0,,3784700.0,9983.0,18.12,78.01,793.84,1.83
1049,setembro 2023,1.14 Milho (2 Safra),Parana,2377800.0,,14072500.0,5918.0,18.12,78.01,793.84,1.83
1050,setembro 2023,1.15 Soja,Parana,5832500.0,,22505600.0,3859.0,18.12,78.01,793.84,1.83
1051,setembro 2023,1.17 Trigo,Parana,1408400.0,,4155900.0,2951.0,18.12,78.01,793.84,1.83
1052,setembro 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,18.12,78.01,793.84,1.83
1053,outubro 2023,1.4 Arroz,Parana,20600.0,,156200.0,7583.0,15.59,247.85,685.82,1.68
1054,outubro 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,15.59,247.85,685.82,1.68
1055,outubro 2023,1.9 Feijao (2 Safra),Parana,294700.0,,478000.0,1622.0,15.59,247.85,685.82,1.68
1056,outubro 2023,1.10 Feijao (3 Safra),Parana,1200.0,,1600.0,1333.0,15.59,247.85,685.82,1.68
1057,outubro 2023,1.13 Milho (1 Safra),Parana,379100.0,,3783500.0,9980.0,15.59,247.85,685.82,1.68
1058,outubro 2023,1.14 Milho (2 Safra),Parana,2383600.0,,14019200.0,5882.0,15.59,247.85,685.82,1.68
1059,outubro 2023,1.15 Soja,Parana,5831500.0,,22485000.0,3856.0,15.59,247.85,685.82,1.68
1060,outubro 2023,1.17 Trigo,Parana,1412900.0,,3855200.0,2729.0,15.59,247.85,685.82,1.68
1061,outubro 2023,15 Fumo,Parana,71966.0,,171500.0,2383.0,15.59,247.85,685.82,1.68
1062,novembro 2023,1.4 Arroz,Parana,20600.0,,155200.0,7534.0,18.14,152.59,757.33,1.77
1063,novembro 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,18.14,152.59,757.33,1.77
1064,novembro 2023,1.9 Feijao (2 Safra),Parana,294700.0,,480500.0,1630.0,18.14,152.59,757.33,1.77
1065,novembro 2023,1.10 Feijao (3 Safra),Parana,1200.0,,1600.0,1333.0,18.14,152.59,757.33,1.77
1066,novembro 2023,1.13 Milho (1 Safra),Parana,379100.0,,3783500.0,9980.0,18.14,152.59,757.33,1.77
1067,novembro 2023,1.14 Milho (2 Safra),Parana,2382200.0,,14013300.0,5883.0,18.14,152.59,757.33,1.77
1068,novembro 2023,1.15 Soja,Parana,5831500.0,,22511700.0,3860.0,18.14,152.59,757.33,1.77
1069,novembro 2023,1.17 Trigo,Parana,1411700.0,,3652800.0,2588.0,18.14,152.59,757.33,1.77
1070,novembro 2023,15 Fumo,Parana,71966.0,,172000.0,2390.0,18.14,152.59,757.33,1.77
1071,dezembro 2023,1.4 Arroz,Parana,20600.0,,156200.0,7583.0,19.34,105.62,757.98,1.46
1072,dezembro 2023,1.8 Feijao (1 Safra),Parana,115900.0,,199000.0,1717.0,19.34,105.62,757.98,1.46
1073,dezembro 2023,1.9 Feijao (2 Safra),Parana,294700.0,,480500.0,1630.0,19.34,105.62,757.98,1.46
1074,dezembro 2023,1.10 Feijao (3 Safra),Parana,1200.0,,1600.0,1333.0,19.34,105.62,757.98,1.46
1075,dezembro 2023,1.13 Milho (1 Safra),Parana,379100.0,,3782300.0,9977.0,19.34,105.62,757.98,1.46
1076,dezembro 2023,1.14 Milho (2 Safra),Parana,2379700.0,,14176500.0,5957.0,19.34,105.62,757.98,1.46
1077,dezembro 2023,1.15 Soja,Parana,5834000.0,,22455000.0,3849.0,19.34,105.62,757.98,1.46
1078,dezembro 2023,1.17 Trigo,Parana,1407800.0,,3600900.0,2558.0,19.34,105.62,757.98,1.46
1079,dezembro 2023,15 Fumo,Parana,71966.0,,172000.0,2390.0,19.34,105.62,757.98,1.46
1080,janeiro 2024,1.4 Arroz,Parana,19500.0,,117500.0,6026.0,19.02,122.91,757.93,1.44
1081,janeiro 2024,1.8 Feijao (1 Safra),Parana,112600.0,,156400.0,1389.0,19.02,122.91,757.93,1.44
1082,janeiro 2024,1.9 Feijao (2 Safra),Parana,304800.0,,607900.0,1994.0,19.02,122.91,757.93,1.44
1083,janeiro 2024,1.10 Feijao (3 Safra),Parana,1200.0,,1800.0,1500.0,19.02,122.91,757.93,1.44
1084,janeiro 2024,1.13 Milho (1 Safra),Parana,291500.0,,2611900.0,8960.0,19.02,122.91,757.93,1.44
1085,janeiro 2024,1.14 Milho (2 Safra),Parana,2402500.0,,14558700.0,6060.0,19.02,122.91,757.93,1.44
1086,janeiro 2024,1.15 Soja,Parana,5822300.0,,19369400.0,3327.0,19.02,122.91,757.93,1.44
1087,janeiro 2024,1.17 Trigo,Parana,1410000.0,,4230000.0,3000.0,19.02,122.91,757.93,1.44
1088,janeiro 2024,15 Fumo,Parana,74500.0,,144100.0,1934.0,19.02,122.91,757.93,1.44
1089,fevereiro 2024,1.4 Arroz,Parana,19500.0,,125700.0,6446.0,18.77,102.15,724.33,1.28
1090,fevereiro 2024,1.8 Feijao (1 Safra),Parana,113000.0,,167200.0,1480.0,18.77,102.15,724.33,1.28
1091,fevereiro 2024,1.9 Feijao (2 Safra),Parana,347700.0,,691000.0,1987.0,18.77,102.15,724.33,1.28
1092,fevereiro 2024,1.10 Feijao (3 Safra),Parana,1600.0,,2200.0,1375.0,18.77,102.15,724.33,1.28
1093,fevereiro 2024,1.13 Milho (1 Safra),Parana,296500.0,,2591500.0,8740.0,18.77,102.15,724.33,1.28
1094,fevereiro 2024,1.14 Milho (2 Safra),Parana,2414500.0,,14630600.0,6059.0,18.77,102.15,724.33,1.28
1095,fevereiro 2024,1.15 Soja,Parana,5813300.0,,18357900.0,3158.0,18.77,102.15,724.33,1.28
1096,fevereiro 2024,1.17 Trigo,Parana,1407800.0,,3601300.0,2558.0,18.77,102.15,724.33,1.28
1097,fevereiro 2024,15 Fumo,Parana,74300.0,,143800.0,1935.0,18.77,102.15,724.33,1.28
1098,marco 2024,1.4 Arroz,Parana,20000.0,,125500.0,6275.0,18.37,64.92,687.08,1.32
1099,marco 2024,1.8 Feijao (1 Safra),Parana,113100.0,,168700.0,1492.0,18.37,64.92,687.08,1.32
1100,marco 2024,1.9 Feijao (2 Safra),Parana,391400.0,,777200.0,1986.0,18.37,64.92,687.08,1.32
1101,marco 2024,1.10 Feijao (3 Safra),Parana,700.0,,700.0,1000.0,18.37,64.92,687.08,1.32
1102,marco 2024,1.13 Milho (1 Safra),Parana,296700.0,,2548600.0,8590.0,18.37,64.92,687.08,1.32
1103,marco 2024,1.14 Milho (2 Safra),Parana,2426600.0,,14221900.0,5861.0,18.37,64.92,687.08,1.32
1104,marco 2024,1.15 Soja,Parana,5815700.0,,18449100.0,3172.0,18.37,64.92,687.08,1.32
1105,marco 2024,1.17 Trigo,Parana,1174900.0,,3913600.0,3331.0,18.37,64.92,687.08,1.32
1106,marco 2024,15 Fumo,Parana,74600.0,,144400.0,1936.0,18.37,64.92,687.08,1.32
1107,abril 2024,1.4 Arroz,Parana,19000.0,,126600.0,6663.0,16.34,101.35,687.72,1.23
1108,abril 2024,1.8 Feijao (1 Safra),Parana,113800.0,,171600.0,1508.0,16.34,101.35,687.72,1.23
1109,abril 2024,1.9 Feijao (2 Safra),Parana,402200.0,,774000.0,1924.0,16.34,101.35,687.72,1.23
1110,abril 2024,1.10 Feijao (3 Safra),Parana,700.0,,1000.0,1429.0,16.34,101.35,687.72,1.23
1111,abril 2024,1.13 Milho (1 Safra),Parana,296300.0,,2526600.0,8527.0,16.34,101.35,687.72,1.23
1112,abril 2024,1.14 Milho (2 Safra),Parana,2415900.0,,13531900.0,5601.0,16.34,101.35,687.72,1.23
1113,abril 2024,1.15 Soja,Parana,5814700.0,,18474800.0,3177.0,16.34,101.35,687.72,1.23
1114,abril 2024,1.17 Trigo,Parana,1139200.0,,3795000.0,3331.0,16.34,101.35,687.72,1.23
1115,abril 2024,15 Fumo,Parana,74600.0,,145000.0,1944.0,16.34,101.35,687.72,1.23
1116,maio 2024,1.4 Arroz,Parana,19500.0,,129200.0,6626.0,12.7,65.08,577.18,1.08
1117,maio 2024,1.8 Feijao (1 Safra),Parana,113800.0,,170300.0,1496.0,12.7,65.08,577.18,1.08
1118,maio 2024,1.9 Feijao (2 Safra),Parana,402900.0,,646300.0,1604.0,12.7,65.08,577.18,1.08
1119,maio 2024,1.10 Feijao (3 Safra),Parana,700.0,,1000.0,1429.0,12.7,65.08,577.18,1.08
1120,maio 2024,1.13 Milho (1 Safra),Parana,296400.0,,2552800.0,8613.0,12.7,65.08,577.18,1.08
1121,maio 2024,1.14 Milho (2 Safra),Parana,2419400.0,,13226800.0,5467.0,12.7,65.08,577.18,1.08
1122,maio 2024,1.15 Soja,Parana,5819100.0,,18512700.0,3181.0,12.7,65.08,577.18,1.08
1123,maio 2024,1.17 Trigo,Parana,1117500.0,,3713200.0,3323.0,12.7,65.08,577.18,1.08
1124,maio 2024,15 Fumo,Parana,74600.0,,148300.0,1988.0,12.7,65.08,577.18,1.08
1125,junho 2024,1.4 Arroz,Parana,18200.0,,119300.0,6555.0,12.12,27.01,614.62,1.18
1126,junho 2024,1.8 Feijao (1 Safra),Parana,114800.0,,172300.0,1501.0,12.12,27.01,614.62,1.18
1127,junho 2024,1.9 Feijao (2 Safra),Parana,413100.0,,661800.0,1602.0,12.12,27.01,614.62,1.18
1128,junho 2024,1.10 Feijao (3 Safra),Parana,1000.0,,1200.0,1200.0,12.12,27.01,614.62,1.18
1129,junho 2024,1.13 Milho (1 Safra),Parana,297200.0,,2555600.0,8599.0,12.12,27.01,614.62,1.18
1130,junho 2024,1.14 Milho (2 Safra),Parana,2421700.0,,12950200.0,5348.0,12.12,27.01,614.62,1.18
1131,junho 2024,1.15 Soja,Parana,5819700.0,,18570200.0,3191.0,12.12,27.01,614.62,1.18
1132,junho 2024,1.17 Trigo,Parana,1153400.0,,3810300.0,3304.0,12.12,27.01,614.62,1.18
1133,junho 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,12.12,27.01,614.62,1.18
1134,julho 2024,1.4 Arroz,Parana,19500.0,,120600.0,6185.0,10.3,56.36,581.61,1.02
1135,julho 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,10.3,56.36,581.61,1.02
1136,julho 2024,1.9 Feijao (2 Safra),Parana,417900.0,,659200.0,1577.0,10.3,56.36,581.61,1.02
1137,julho 2024,1.10 Feijao (3 Safra),Parana,1000.0,,1200.0,1200.0,10.3,56.36,581.61,1.02
1138,julho 2024,1.13 Milho (1 Safra),Parana,296000.0,,2543000.0,8591.0,10.3,56.36,581.61,1.02
1139,julho 2024,1.14 Milho (2 Safra),Parana,2512100.0,,12963700.0,5161.0,10.3,56.36,581.61,1.02
1140,julho 2024,1.15 Soja,Parana,5824800.0,,18657300.0,3203.0,10.3,56.36,581.61,1.02
1141,julho 2024,1.17 Trigo,Parana,1155700.0,,3613300.0,3127.0,10.3,56.36,581.61,1.02
1142,julho 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,10.3,56.36,581.61,1.02
1143,agosto 2024,1.4 Arroz,Parana,19500.0,,120600.0,6185.0,16.77,19.32,651.6,1.39
1144,agosto 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,16.77,19.32,651.6,1.39
1145,agosto 2024,1.9 Feijao (2 Safra),Parana,418000.0,,659300.0,1577.0,16.77,19.32,651.6,1.39
1146,agosto 2024,1.10 Feijao (3 Safra),Parana,1000.0,,1200.0,1200.0,16.77,19.32,651.6,1.39
1147,agosto 2024,1.13 Milho (1 Safra),Parana,296000.0,,2543100.0,8592.0,16.77,19.32,651.6,1.39
1148,agosto 2024,1.14 Milho (2 Safra),Parana,2534600.0,,12603100.0,4972.0,16.77,19.32,651.6,1.39
1149,agosto 2024,1.15 Soja,Parana,5835400.0,,18687700.0,3202.0,16.77,19.32,651.6,1.39
1150,agosto 2024,1.17 Trigo,Parana,1155100.0,,3142800.0,2721.0,16.77,19.32,651.6,1.39
1151,agosto 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,16.77,19.32,651.6,1.39
1152,setembro 2024,1.4 Arroz,Parana,19500.0,,121700.0,6241.0,17.68,67.91,758.89,1.58
1153,setembro 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,17.68,67.91,758.89,1.58
1154,setembro 2024,1.9 Feijao (2 Safra),Parana,430500.0,,669500.0,1555.0,17.68,67.91,758.89,1.58
1155,setembro 2024,1.10 Feijao (3 Safra),Parana,800.0,,800.0,1000.0,17.68,67.91,758.89,1.58
1156,setembro 2024,1.13 Milho (1 Safra),Parana,294400.0,,2524500.0,8575.0,17.68,67.91,758.89,1.58
1157,setembro 2024,1.14 Milho (2 Safra),Parana,2534100.0,,12517200.0,4940.0,17.68,67.91,758.89,1.58
1158,setembro 2024,1.15 Soja,Parana,5835100.0,,18639100.0,3194.0,17.68,67.91,758.89,1.58
1159,setembro 2024,1.17 Trigo,Parana,1149600.0,,2580700.0,2245.0,17.68,67.91,758.89,1.58
1160,setembro 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,17.68,67.91,758.89,1.58
1161,outubro 2024,1.4 Arroz,Parana,19500.0,,121700.0,6241.0,18.46,104.32,758.03,1.77
1162,outubro 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,18.46,104.32,758.03,1.77
1163,outubro 2024,1.9 Feijao (2 Safra),Parana,430500.0,,669000.0,1554.0,18.46,104.32,758.03,1.77
1164,outubro 2024,1.10 Feijao (3 Safra),Parana,700.0,,700.0,1000.0,18.46,104.32,758.03,1.77
1165,outubro 2024,1.13 Milho (1 Safra),Parana,294400.0,,2524800.0,8576.0,18.46,104.32,758.03,1.77
1166,outubro 2024,1.14 Milho (2 Safra),Parana,2533800.0,,12515300.0,4939.0,18.46,104.32,758.03,1.77
1167,outubro 2024,1.15 Soja,Parana,5835100.0,,18639000.0,3194.0,18.46,104.32,758.03,1.77
1168,outubro 2024,1.17 Trigo,Parana,1146800.0,,2352800.0,2052.0,18.46,104.32,758.03,1.77
1169,outubro 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,18.46,104.32,758.03,1.77
1170,novembro 2024,1.4 Arroz,Parana,19500.0,,130200.0,6677.0,21.13,144.21,867.24,1.82
1171,novembro 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,21.13,144.21,867.24,1.82
1172,novembro 2024,1.9 Feijao (2 Safra),Parana,430000.0,,668800.0,1555.0,21.13,144.21,867.24,1.82
1173,novembro 2024,1.10 Feijao (3 Safra),Parana,900.0,,700.0,778.0,21.13,144.21,867.24,1.82
1174,novembro 2024,1.13 Milho (1 Safra),Parana,294400.0,,2525000.0,8577.0,21.13,144.21,867.24,1.82
1175,novembro 2024,1.14 Milho (2 Safra),Parana,2533400.0,,12556400.0,4956.0,21.13,144.21,867.24,1.82
1176,novembro 2024,1.15 Soja,Parana,5835000.0,,18643100.0,3195.0,21.13,144.21,867.24,1.82
1177,novembro 2024,1.17 Trigo,Parana,1147400.0,,2305300.0,2009.0,21.13,144.21,867.24,1.82
1178,novembro 2024,15 Fumo,Parana,74600.0,,148400.0,1989.0,21.13,144.21,867.24,1.82
1179,dezembro 2024,1.4 Arroz,Parana,19500.0,,130200.0,6677.0,19.65,183.13,756.72,1.48
1180,dezembro 2024,1.8 Feijao (1 Safra),Parana,107800.0,,160400.0,1488.0,19.65,183.13,756.72,1.48
1181,dezembro 2024,1.9 Feijao (2 Safra),Parana,430000.0,,665200.0,1547.0,19.65,183.13,756.72,1.48
1182,dezembro 2024,1.10 Feijao (3 Safra),Parana,900.0,,700.0,778.0,19.65,183.13,756.72,1.48
1183,dezembro 2024,1.13 Milho (1 Safra),Parana,294400.0,,2525000.0,8577.0,19.65,183.13,756.72,1.48
1184,dezembro 2024,1.14 Milho (2 Safra),Parana,2533400.0,,12556400.0,4956.0,19.65,183.13,756.72,1.48
1185,dezembro 2024,1.15 Soja,Parana,5835000.0,,18643000.0,3195.0,19.65,183.13,756.72,1.48
1186,dezembro 2024,1.17 Trigo,Parana,1146200.0,,2363300.0,2062.0,19.65,183.13,756.72,1.48
1187,dezembro 2024,15 Fumo,Parana,72900.0,,148400.0,2036.0,19.65,183.13,756.72,1.48
1188,janeiro 2014,1.4 Arroz,Santa Catarina,149712.0,149712.0,1105945.0,7387.0,22.92,201.13,946.27,2.36
1189,janeiro 2014,1.8 Feijao (1 Safra),Santa Catarina,62450.0,62500.0,124900.0,2000.0,22.92,201.13,946.27,2.36
1190,janeiro 2014,1.9 Feijao (2 Safra),Santa Catarina,24246.0,24246.0,29774.0,1228.0,22.92,201.13,946.27,2.36
1191,janeiro 2014,1.10 Feijao (3 Safra),Santa Catarina,,,,,22.92,201.13,946.27,2.36
1192,janeiro 2014,1.13 Milho (1 Safra),Santa Catarina,455647.0,455647.0,3225957.0,7080.0,22.92,201.13,946.27,2.36
1193,janeiro 2014,1.14 Milho (2 Safra),Santa Catarina,,,,,22.92,201.13,946.27,2.36
1194,janeiro 2014,1.15 Soja,Santa Catarina,557760.0,557760.0,1766568.0,3167.0,22.92,201.13,946.27,2.36
1195,janeiro 2014,1.17 Trigo,Santa Catarina,72600.0,72600.0,197883.0,2726.0,22.92,201.13,946.27,2.36
1196,janeiro 2014,15 Fumo,Santa Catarina,122519.0,122619.0,268628.0,2193.0,22.92,201.13,946.27,2.36
1197,fevereiro 2014,1.4 Arroz,Santa Catarina,149712.0,149712.0,1105945.0,7387.0,23.0,130.08,946.48,2.64
1198,fevereiro 2014,1.8 Feijao (1 Safra),Santa Catarina,62450.0,62500.0,124900.0,2000.0,23.0,130.08,946.48,2.64
1199,fevereiro 2014,1.9 Feijao (2 Safra),Santa Catarina,24206.0,24246.0,34528.0,1426.0,23.0,130.08,946.48,2.64
1200,fevereiro 2014,1.10 Feijao (3 Safra),Santa Catarina,,,,,23.0,130.08,946.48,2.64
1201,fevereiro 2014,1.13 Milho (1 Safra),Santa Catarina,455647.0,455647.0,3225957.0,7080.0,23.0,130.08,946.48,2.64
1202,fevereiro 2014,1.14 Milho (2 Safra),Santa Catarina,,,,,23.0,130.08,946.48,2.64
1203,fevereiro 2014,1.15 Soja,Santa Catarina,557760.0,557760.0,1766568.0,3167.0,23.0,130.08,946.48,2.64
1204,fevereiro 2014,1.17 Trigo,Santa Catarina,76644.0,77244.0,238256.0,3109.0,23.0,130.08,946.48,2.64
1205,fevereiro 2014,15 Fumo,Santa Catarina,122519.0,122519.0,268628.0,2193.0,23.0,130.08,946.48,2.64
1206,marco 2014,1.4 Arroz,Santa Catarina,149712.0,149712.0,1105945.0,7387.0,20.56,167.13,946.92,2.25
1207,marco 2014,1.8 Feijao (1 Safra),Santa Catarina,62450.0,62500.0,124900.0,2000.0,20.56,167.13,946.92,2.25
1208,marco 2014,1.9 Feijao (2 Safra),Santa Catarina,24206.0,24246.0,34528.0,1426.0,20.56,167.13,946.92,2.25
